crop,temperature,rainfall,humidity,soil_ph,nitrogen,phosphorus,potassium,irrigation_days,label
Cabbage,18.02,1682.82,67.57,6.17,352.75,51.92,235.75,1,1
Beetroot,20.6,1622.48,76.82,8.69,117.55,15.36,68.15,13,0
Cabbage,20.35,1759.24,69.68,7.14,486.16,86.87,331.72,1,1
Peas,14.6,1022.3,40.0,6.46,282.54,42.94,195.02,5,1
KnolKhol,15.36,789.32,40.0,6.69,310.99,63.48,278.63,6,0
Beans,20.66,1305.89,54.18,5.69,315.97,48.72,217.35,5,1
Beans,15.38,1349.02,55.95,5.58,264.33,48.51,170.67,5,0
Peas,12.08,873.82,44.87,7.28,161.36,70.58,127.54,8,1
KnolKhol,19.61,973.6,40.0,6.68,309.03,74.19,221.47,6,1
Cabbage,19.73,1193.4,49.95,6.97,311.77,57.98,329.33,5,1
Beetroot,17.47,821.81,40.0,6.2,281.85,42.72,204.16,7,1
Beans,16.38,1227.03,47.6,6.18,336.03,44.55,172.64,4,0
Cauliflower,19.25,942.17,45.18,6.34,482.46,71.49,337.95,6,1
Turnip,24.14,558.97,36.03,7.84,92.13,8.33,66.5,4,0
Turnip,11.49,1182.88,43.79,6.9,259.84,46.61,142.73,5,1
Carrot,15.28,1373.12,62.45,6.36,201.35,62.78,171.46,6,1
Beetroot,17.96,725.94,40.0,6.45,225.13,33.0,185.25,8,1
KnolKhol,34.43,1198.6,38.77,8.77,120.05,11.83,54.59,11,0
Beetroot,19.38,1118.58,41.14,6.17,325.48,50.48,211.08,7,1
KnolKhol,16.73,1013.53,45.32,5.55,337.42,51.57,180.41,5,1
Radish,25.43,1538.92,63.3,8.37,111.15,11.84,91.73,5,0
KnolKhol,20.15,1348.91,62.38,6.26,336.66,71.29,230.47,3,1
Radish,13.76,1087.31,41.26,6.44,198.66,42.06,123.17,6,1
Potato,18.17,1077.53,93.7,8.98,122.45,11.87,95.15,5,0
Cabbage,18.88,1600.95,63.45,7.22,362.19,70.96,219.22,4,1
Cabbage,24.32,1318.28,44.79,6.44,471.3,60.35,334.96,4,0
Radish,15.87,772.01,40.08,5.93,166.62,54.29,185.12,8,1
Beans,17.39,1221.83,42.42,5.76,244.09,54.18,186.54,7,1
Beans,18.69,970.78,40.0,6.09,309.26,56.99,180.69,6,1
Radish,14.94,942.19,40.0,5.8,216.95,56.31,150.19,9,1
Cauliflower,14.16,1211.88,55.14,5.98,399.22,69.05,240.8,6,1
Peas,13.57,901.08,44.22,7.02,286.79,48.34,171.63,6,1
KnolKhol,17.53,984.0,48.04,6.61,289.2,61.59,222.74,7,1
Peas,13.69,1179.15,45.68,7.2,227.73,72.93,150.32,5,1
Peas,13.49,844.72,42.56,6.26,181.23,42.92,158.58,6,1
Peas,22.18,1678.38,51.92,8.63,124.27,15.68,84.89,13,0
Cabbage,21.43,1129.17,54.16,6.95,419.51,82.08,291.53,7,1
Peas,23.19,2265.56,88.69,7.89,121.26,5.1,95.48,15,0
Radish,13.78,698.13,40.0,6.62,247.0,53.41,127.31,10,1
Potato,23.14,607.69,31.35,8.23,108.16,7.76,65.15,1,0
Potato,17.66,1277.54,48.48,5.48,380.16,72.19,234.32,5,1
Beans,19.49,896.96,45.36,5.96,322.99,41.27,223.15,7,1
Carrot,19.02,1086.96,46.27,6.07,285.4,43.69,227.4,5,1
Beetroot,17.41,993.63,45.25,6.08,278.48,55.64,242.12,7,1
Peas,14.97,929.28,40.0,6.83,175.31,45.79,157.82,6,0
Peas,11.58,745.61,40.0,6.79,241.67,76.51,162.27,9,0
Beans,14.74,1497.0,54.97,5.54,336.9,36.53,160.84,5,1
Potato,18.37,1339.71,44.38,6.22,282.14,46.78,285.62,3,1
Beetroot,19.31,1008.6,40.0,6.23,267.86,31.84,209.87,4,1
Carrot,18.76,1175.65,40.0,6.24,246.45,62.63,237.16,4,1
Carrot,17.0,1203.6,40.63,6.68,208.93,53.63,163.71,5,1
Beans,17.91,1386.84,55.83,6.27,301.37,57.32,176.18,4,1
Potato,14.33,1361.83,58.27,8.82,92.47,18.95,57.6,10,0
Carrot,17.43,1234.72,53.85,6.11,260.94,60.68,232.64,4,1
Potato,14.58,1545.18,63.48,6.03,316.8,78.39,224.04,2,1
Carrot,13.93,1001.49,40.0,6.45,231.44,42.6,157.99,7,1
Cabbage,19.68,1046.94,51.7,6.92,405.7,76.24,260.54,6,1
Beans,18.74,1147.19,42.22,8.99,80.63,18.69,91.88,4,0
Radish,10.55,1263.37,56.42,5.88,264.86,36.16,196.83,7,1
Beans,15.29,1134.21,41.86,5.92,312.46,33.48,245.75,8,1
Peas,18.24,1177.85,41.5,7.9,54.97,7.0,67.65,14,0
Turnip,8.84,904.09,40.0,6.42,248.83,39.65,177.1,7,1
Potato,16.03,1187.78,40.0,6.16,374.4,54.25,279.86,5,1
Peas,17.26,1008.39,40.0,7.42,182.39,55.12,107.66,6,1
Peas,13.64,1122.34,40.0,7.36,184.98,78.08,194.54,4,0
Cabbage,23.74,1501.54,68.8,6.83,478.4,69.39,297.8,2,1
Beans,16.13,1359.52,47.97,5.93,338.46,58.32,217.33,4,1
Peas,17.43,836.31,40.0,7.25,178.5,60.05,157.76,8,0
Turnip,12.69,941.15,40.0,6.62,248.5,35.82,186.07,7,0
Radish,8.79,722.29,40.0,5.85,237.98,53.15,167.84,7,1
Beetroot,15.84,1012.64,48.22,6.89,341.09,61.57,189.76,6,1
Turnip,9.57,1158.93,46.92,6.7,183.75,55.71,173.85,5,1
Radish,13.41,933.05,40.0,6.79,181.41,42.16,197.18,8,1
Beans,16.81,1030.02,40.0,6.06,312.47,56.59,228.71,8,1
Cauliflower,21.13,1225.19,53.8,6.17,361.48,77.24,210.63,4,1
Carrot,16.75,940.03,40.0,6.91,246.17,36.16,183.23,5,0
Cauliflower,21.84,994.5,40.0,6.33,399.07,85.31,202.91,6,1
Beetroot,16.65,944.0,42.99,6.23,347.92,58.57,212.36,5,1
Turnip,9.07,670.73,40.0,6.06,150.4,42.43,169.23,8,1
Cabbage,23.53,1746.35,66.19,6.61,438.78,64.81,215.87,4,1
Turnip,12.81,1128.22,47.28,6.55,293.15,44.78,178.29,6,1
KnolKhol,15.68,1292.12,54.53,6.06,303.66,49.59,275.48,5,1
Potato,8.58,962.91,94.0,7.76,62.76,5.12,94.98,8,0
Turnip,12.92,716.1,40.0,6.11,197.53,52.4,155.74,8,1
Carrot,16.71,1247.03,57.25,6.88,223.42,60.22,204.99,6,1
Beans,19.76,1088.05,40.0,5.87,340.05,30.63,207.51,5,1
Cauliflower,20.1,1452.05,56.88,6.56,340.4,62.27,236.57,2,1
Beetroot,15.46,1091.77,51.98,6.14,216.63,69.49,221.45,7,1
Radish,12.55,1092.8,40.0,5.6,154.17,39.68,196.16,6,1
KnolKhol,34.79,684.25,78.55,8.05,77.14,15.18,50.84,8,0
Beetroot,18.64,801.74,40.0,6.33,252.77,46.35,243.14,9,1
Potato,17.1,1704.17,76.52,5.02,385.78,70.44,169.39,2,1
KnolKhol,16.66,931.91,40.0,6.47,282.45,40.89,202.4,6,1
Beans,17.54,1188.32,51.13,5.58,322.75,40.66,198.64,4,1
Turnip,12.28,1038.22,40.0,6.86,188.59,30.73,131.28,5,1
Cauliflower,18.62,984.64,40.0,6.27,405.93,87.72,272.13,7,1
Cabbage,20.05,1215.92,51.54,6.69,493.45,59.12,276.69,5,1
Carrot,16.64,586.18,90.89,8.93,78.38,13.9,84.59,15,0
Carrot,17.78,1943.97,77.11,8.41,62.93,10.03,53.71,1,0
Carrot,16.44,827.28,40.0,6.77,270.43,47.42,193.83,8,1
KnolKhol,18.06,1071.27,40.0,6.67,252.1,78.83,152.72,4,1
Beans,15.09,915.53,41.42,6.06,232.31,53.5,175.31,8,1
Beetroot,19.19,857.07,40.0,6.21,331.55,37.85,217.89,6,1
Peas,16.24,789.47,40.0,7.04,158.39,66.99,117.77,6,1
KnolKhol,18.08,1278.41,60.0,6.22,326.24,53.76,240.16,5,1
Radish,23.62,339.37,45.66,8.24,104.22,18.32,59.39,8,0
Peas,12.91,1159.59,42.64,7.45,154.06,53.23,107.56,4,1
Cauliflower,23.59,949.25,40.0,5.96,399.92,73.2,339.32,8,0
Turnip,13.05,870.78,40.0,6.8,286.26,59.69,168.76,9,1
Beetroot,17.18,735.76,40.0,6.58,345.49,52.73,179.13,7,1
Potato,16.46,1987.09,71.16,6.13,291.29,79.4,191.58,3,1
Peas,13.48,862.93,40.28,7.42,297.18,68.33,106.01,7,1
KnolKhol,16.54,1104.45,58.68,8.45,102.35,8.7,60.14,6,0
Potato,16.77,1524.19,55.88,5.88,277.08,62.82,217.49,5,1
KnolKhol,18.1,1286.93,53.14,6.37,360.3,59.69,240.84,5,1
Cabbage,21.21,2200.99,68.62,8.07,81.71,6.45,86.16,3,0
Cabbage,20.18,969.55,40.0,6.55,459.95,72.53,231.02,7,1
Radish,11.09,376.2,81.29,8.11,81.35,7.65,63.26,9,0
KnolKhol,21.42,954.64,40.0,6.78,375.49,51.16,224.94,5,1
Carrot,25.42,241.65,45.19,7.68,81.9,19.97,87.37,1,0
Beans,17.61,1262.33,55.36,5.87,269.37,49.1,163.84,6,1
Cabbage,17.76,999.87,40.0,6.8,416.31,75.37,315.46,7,1
Radish,12.4,784.92,40.0,6.13,242.64,30.96,148.17,8,1
Potato,16.81,1938.14,80.98,5.29,375.48,60.12,236.23,1,0
Beans,17.94,1140.32,53.43,6.2,304.59,41.59,204.02,6,1
Beetroot,19.36,1129.05,41.84,6.5,257.0,67.66,246.34,5,0
Peas,14.97,1110.45,43.83,6.43,285.61,59.03,182.41,8,1
Cauliflower,21.83,1116.07,40.0,6.55,474.14,82.62,283.0,7,1
Cauliflower,20.84,1454.03,55.18,6.48,482.12,82.71,341.05,4,1
Turnip,9.71,990.72,40.0,6.64,205.33,46.32,142.32,6,1
Cabbage,19.58,1326.16,49.59,6.81,374.91,88.72,218.75,6,1
Peas,11.69,1004.18,40.0,6.84,211.29,44.01,164.77,7,0
KnolKhol,29.76,255.3,62.42,8.98,121.24,19.71,56.45,14,0
Radish,11.52,958.47,43.02,5.7,238.26,34.96,185.22,8,1
KnolKhol,18.63,864.79,40.0,6.7,265.72,78.49,285.73,8,1
Potato,19.61,1280.88,58.74,5.21,304.76,73.58,171.94,6,1
Carrot,19.8,1484.52,55.35,6.65,263.85,30.87,173.47,5,1
Carrot,18.55,929.82,40.69,6.27,258.48,33.23,212.08,7,1
Carrot,18.72,1149.1,40.0,6.2,345.5,36.87,213.84,5,1
Cabbage,20.66,1078.31,43.32,6.7,300.9,85.19,301.65,5,1
Beetroot,21.42,1025.43,43.64,6.77,333.9,59.82,210.01,4,1
Peas,14.2,1002.17,48.45,7.48,154.22,44.18,163.24,8,1
Cabbage,23.34,1664.49,57.41,6.42,373.36,57.69,265.95,1,1
Carrot,17.96,891.11,45.06,6.29,314.99,69.35,208.01,7,1
Beetroot,15.08,979.13,40.0,6.22,257.28,32.36,155.43,7,1
Beetroot,19.3,823.89,40.0,6.72,328.45,35.09,151.98,9,0
Radish,19.43,1210.85,47.67,5.89,220.12,59.27,145.5,6,1
Potato,14.39,996.59,46.99,8.08,111.09,8.18,67.32,1,0
Beetroot,15.72,767.62,40.0,6.44,293.81,58.15,187.54,6,1
KnolKhol,23.03,1290.57,88.39,7.55,129.96,14.31,71.73,1,0
Cauliflower,15.63,1618.25,50.49,8.49,146.8,9.65,81.6,12,0
Carrot,15.28,875.47,40.05,6.66,294.98,33.97,176.59,9,0
Radish,13.08,1119.7,40.0,5.89,210.47,33.9,153.66,5,1
Radish,19.18,818.03,40.0,6.72,152.13,57.14,141.0,8,0
Peas,11.24,991.82,40.0,7.13,169.85,74.44,185.58,6,1
Beans,17.85,1094.35,40.0,6.46,303.82,47.61,243.5,8,1
Radish,11.28,965.91,40.0,6.63,162.33,59.2,144.81,5,1
Carrot,22.12,645.91,42.28,8.88,78.81,17.06,54.87,10,0
Beans,33.99,564.43,74.87,8.24,92.62,12.96,87.6,6,0
KnolKhol,18.35,1147.39,40.0,6.64,365.68,71.04,237.11,7,1
Potato,17.51,1929.1,80.49,6.33,351.56,42.56,194.38,1,1
Carrot,24.3,2407.76,84.68,8.79,51.65,17.55,55.68,9,0
Radish,14.62,1100.19,40.0,5.84,234.38,59.86,155.08,6,1
Cauliflower,22.05,811.21,41.01,5.55,352.57,69.81,209.19,8,1
Beetroot,18.44,830.95,40.0,6.84,322.03,48.32,208.77,9,1
Radish,16.29,1068.66,40.0,6.52,192.81,37.8,158.65,5,1
Carrot,18.59,1350.16,45.15,6.9,228.94,58.43,183.05,4,1
Radish,11.02,897.52,40.0,5.96,173.56,56.92,171.65,7,0
Beetroot,26.89,2143.27,44.71,8.04,57.87,8.0,85.91,13,0
Cabbage,24.44,1680.99,71.26,6.38,367.71,65.67,211.39,4,1
Beans,17.82,959.0,40.0,6.45,240.25,37.76,218.99,5,1
Peas,10.73,836.26,40.0,6.53,262.67,72.59,100.54,8,1
Potato,17.18,1833.6,73.06,5.32,277.85,50.67,196.92,3,1
Turnip,24.51,301.64,47.77,8.06,84.83,6.41,66.03,4,0
Beetroot,13.43,2466.15,57.24,8.37,124.61,7.87,95.27,4,0
Cauliflower,19.79,1495.57,52.85,8.7,139.15,6.12,90.15,1,0
Beetroot,16.91,991.62,40.0,6.46,211.43,37.14,217.94,6,1
Carrot,15.15,1079.73,40.52,6.48,258.81,63.58,202.81,4,1
KnolKhol,18.14,1172.2,53.19,6.48,309.61,64.17,169.92,6,1
Peas,11.39,1121.87,49.16,6.24,209.75,77.2,114.63,6,1
Beetroot,19.37,740.76,40.0,6.49,340.53,37.27,211.91,7,1
Turnip,12.78,995.91,40.0,6.62,227.99,54.51,199.29,5,1
Carrot,18.57,852.83,40.0,6.55,285.26,64.71,159.6,7,1
Turnip,12.6,959.02,41.33,6.33,260.26,55.35,183.18,6,1
Turnip,10.0,911.41,40.0,6.41,160.3,30.15,153.16,5,1
Radish,13.39,1014.4,48.45,5.64,217.63,40.7,129.07,7,1
Beans,17.65,863.51,40.0,6.08,201.28,58.7,229.3,7,0
KnolKhol,18.61,1118.69,41.58,6.2,270.01,62.79,283.45,5,1
Potato,18.65,1419.7,62.4,5.35,381.93,61.32,202.52,3,1
Cabbage,21.69,1675.12,58.1,6.52,481.91,75.41,307.3,4,0
Potato,15.96,1754.13,78.35,5.69,339.61,65.74,197.09,3,1
Cabbage,16.65,1530.15,52.39,7.05,300.22,62.05,264.58,3,1
Cabbage,21.25,548.82,55.75,8.0,90.5,7.36,80.18,5,0
Turnip,11.15,852.5,40.0,6.68,278.64,40.14,175.3,7,1
Turnip,15.21,912.12,40.96,6.94,203.03,31.99,152.59,5,0
Beetroot,32.55,1415.35,40.24,7.58,101.03,18.79,96.06,9,0
Potato,19.02,1392.9,54.93,5.96,317.71,69.27,257.12,6,0
Beetroot,16.6,938.65,43.82,6.79,200.18,35.63,203.57,6,1
Radish,14.09,845.88,43.45,5.75,159.77,52.19,180.65,6,1
Turnip,15.86,1066.96,80.08,7.58,96.29,16.81,68.62,3,0
Turnip,27.68,359.32,75.17,8.11,137.94,19.69,97.36,15,0
Turnip,13.1,1130.33,48.83,6.07,247.1,49.72,128.7,7,1
Carrot,17.63,1259.07,59.17,6.4,319.27,33.94,187.86,4,1
Beans,17.32,1379.48,52.74,6.34,282.02,59.32,200.57,5,1
Carrot,19.94,1280.38,50.05,6.83,292.91,30.58,206.05,6,1
Cauliflower,15.76,1018.21,44.26,5.8,311.97,58.29,334.16,6,0
Peas,9.62,775.17,87.45,7.6,133.3,17.65,60.48,3,0
Carrot,23.01,2488.15,76.3,8.62,109.83,17.65,95.83,12,0
Carrot,14.2,1344.07,61.31,6.19,232.67,30.54,152.65,3,1
Cauliflower,16.1,1068.47,44.93,5.62,488.78,62.92,299.98,6,1
Carrot,17.42,1430.65,55.76,6.66,260.14,53.95,220.6,4,1
Beans,17.96,1270.74,41.05,5.7,231.67,43.24,243.12,5,1
Cabbage,20.27,1171.51,43.63,6.88,493.48,82.84,230.19,4,1
Peas,12.84,907.82,40.0,6.91,222.65,58.19,136.53,8,1
Radish,11.39,874.87,44.67,6.14,156.64,44.83,174.12,8,1
Turnip,11.94,976.09,40.0,6.2,256.39,48.92,176.92,6,1
Radish,15.98,838.21,41.28,6.48,161.76,56.87,151.77,6,0
Beetroot,14.04,324.09,56.96,7.84,50.11,12.24,80.6,10,0
KnolKhol,16.16,816.31,40.0,5.5,316.04,51.1,275.02,8,1
Beans,16.11,2432.87,88.64,7.66,54.28,9.72,88.04,13,0
Beetroot,26.66,534.21,76.69,8.33,129.31,16.17,93.83,11,0
Cabbage,8.07,1103.72,61.02,8.86,88.04,14.25,76.8,15,0
Potato,17.87,1368.81,50.32,6.37,292.9,79.32,162.38,4,0
Beetroot,19.74,954.96,44.39,6.58,348.39,52.03,218.53,8,0
Cabbage,14.07,1262.6,47.65,6.16,448.85,51.32,329.79,5,1
Turnip,14.36,1102.43,44.93,6.7,243.15,45.08,120.19,4,1
Beans,17.07,1384.04,45.92,5.83,302.58,35.25,202.26,6,0
Beetroot,18.47,855.67,40.0,6.72,298.61,38.27,197.54,7,1
Carrot,13.74,1541.34,58.91,6.03,277.57,69.67,201.19,5,0
Beetroot,15.32,842.35,40.0,6.96,201.22,55.55,217.56,6,1
Cauliflower,21.56,1167.28,56.16,6.4,440.97,50.97,318.45,4,0
Cabbage,21.2,1492.81,54.05,6.22,435.38,55.35,266.57,5,1
Potato,15.35,1716.01,77.6,5.82,254.76,70.07,232.83,5,1
Beetroot,19.72,1026.74,40.64,6.58,345.39,44.76,153.14,5,1
Turnip,12.02,711.82,40.0,6.59,171.38,51.54,179.06,9,1
Potato,17.66,1943.77,80.32,5.84,341.48,72.92,261.26,3,1
Cabbage,24.74,1213.3,52.41,6.53,448.76,64.07,218.12,7,1
Cauliflower,17.42,1396.73,64.89,6.25,432.02,59.73,321.3,6,1
Turnip,14.91,700.81,40.0,6.11,234.33,33.24,144.92,6,1
Radish,13.19,719.66,40.0,6.46,222.15,39.15,162.9,6,1
Beetroot,16.1,400.7,82.48,8.04,65.98,16.04,74.64,4,0
Carrot,19.44,1449.13,53.4,6.92,294.12,65.32,157.34,4,1
Carrot,10.07,894.5,38.82,8.01,61.03,5.43,69.13,13,0
Radish,10.23,1047.89,48.87,5.73,230.67,47.95,174.11,6,1
Beetroot,17.65,1092.96,44.16,6.93,314.21,54.7,238.2,4,1
Beetroot,8.02,1915.87,82.51,7.66,51.97,5.18,83.53,2,0
KnolKhol,15.42,1119.27,45.67,5.63,327.16,49.23,243.1,7,1
Turnip,13.26,780.19,40.0,6.41,276.15,49.8,139.76,7,1
Carrot,13.55,1399.01,48.67,6.8,335.25,55.92,168.36,4,1
Cauliflower,16.7,1496.37,54.78,6.09,489.57,89.05,331.58,4,1
Potato,15.16,1208.85,41.48,5.48,387.25,68.39,259.28,7,1
Radish,13.17,1031.29,40.0,6.61,161.42,56.29,182.74,8,1
Potato,17.16,1538.7,70.49,6.43,389.54,72.21,259.24,3,1
Peas,19.67,974.19,40.0,6.17,231.57,60.35,114.64,5,1
Potato,13.42,1341.94,47.06,5.77,277.92,48.67,151.06,3,1
Beetroot,17.68,849.57,40.0,6.51,286.53,69.91,218.32,8,1
Beans,19.76,1006.42,40.0,6.41,217.21,38.78,160.19,8,1
KnolKhol,18.46,1101.76,40.0,5.81,335.38,65.13,243.55,6,1
Beetroot,19.63,910.55,44.8,6.54,258.34,67.03,154.2,8,1
KnolKhol,19.38,914.39,40.0,6.31,261.26,62.37,210.15,6,1
Beans,17.96,1480.89,50.05,5.72,234.76,35.16,157.05,3,1
Cauliflower,22.25,2441.66,47.65,8.39,144.71,19.15,75.19,5,0
Peas,18.71,929.02,40.0,6.59,264.07,70.08,172.13,8,1
Cauliflower,21.12,1365.67,55.66,6.06,371.03,79.89,282.75,5,1
Peas,12.42,932.79,40.0,6.59,230.24,72.68,157.87,6,1
KnolKhol,17.03,858.94,40.0,5.88,346.43,74.78,221.26,7,1
Cabbage,20.8,1484.89,54.36,6.48,374.55,80.81,319.51,5,1
Cabbage,18.09,1402.28,48.48,6.33,392.82,73.62,317.65,6,1
Potato,15.25,1784.14,69.9,5.26,292.67,63.19,263.97,4,1
Beans,16.23,1373.28,53.04,5.59,314.78,42.39,222.12,7,1
Peas,22.3,1856.79,32.5,8.87,62.64,7.34,67.62,1,0
Carrot,18.29,1491.54,62.23,6.41,325.59,40.8,206.46,3,1
KnolKhol,16.38,989.53,45.08,6.19,329.29,73.93,203.96,6,1
Cauliflower,22.46,1581.59,67.14,5.95,468.6,53.76,260.29,5,1
Carrot,22.85,1944.55,54.71,7.72,92.2,8.96,60.38,11,0
Beans,15.82,1039.3,47.42,6.21,327.6,53.04,184.57,4,1
Cauliflower,20.43,1528.44,60.08,5.9,377.09,88.78,346.0,2,1
KnolKhol,17.96,856.77,40.0,5.55,301.1,46.9,262.53,9,0
Beans,13.22,1438.12,48.24,6.1,338.52,31.41,160.8,5,1
Carrot,15.4,728.62,40.0,6.43,263.65,41.14,215.27,8,1
Cauliflower,16.5,1291.09,60.3,5.95,441.48,67.96,246.65,6,1
Peas,17.34,1015.74,40.0,6.67,211.35,40.39,125.62,6,1
Carrot,17.11,1309.8,55.23,6.18,342.56,38.19,189.94,3,1
Cauliflower,19.51,1066.76,40.0,5.69,460.8,68.35,222.78,6,1
Cabbage,24.86,1772.84,68.56,7.14,346.11,81.1,229.67,1,1
Potato,28.58,1780.13,87.76,8.1,99.84,5.07,68.3,15,0
Radish,33.68,1001.27,52.67,8.21,125.05,19.38,93.57,6,0
Radish,21.26,2487.8,33.14,7.64,122.35,9.69,52.88,5,0
Potato,19.63,1453.53,58.99,6.19,389.69,75.26,294.23,5,1
Peas,17.4,899.26,40.0,6.97,172.19,54.21,140.21,8,1
Potato,19.67,1882.28,45.16,8.21,141.74,9.26,94.08,8,0
Radish,26.31,1549.44,38.92,8.84,136.47,17.81,91.68,7,0
Radish,14.58,1143.99,51.13,6.16,218.11,55.06,159.27,5,1
Radish,17.02,1225.74,40.0,5.89,178.04,52.4,133.66,6,1
Potato,27.62,350.39,74.64,8.78,121.64,7.09,80.72,15,0
Turnip,12.34,764.77,40.0,6.35,284.01,45.68,166.52,9,1
Cauliflower,17.93,1350.07,61.14,6.27,347.15,68.19,316.78,4,0
Beetroot,18.93,1165.2,47.21,6.06,247.1,47.56,153.99,5,1
Cauliflower,16.76,1253.71,52.09,5.64,419.32,62.85,206.94,5,1
KnolKhol,17.67,957.45,40.0,5.81,399.76,54.48,178.25,7,1
Carrot,19.41,1320.44,52.15,6.22,212.44,42.63,236.78,4,1
Cauliflower,18.79,1407.6,61.82,5.59,427.09,54.23,301.9,3,1
Turnip,25.55,380.61,32.94,8.51,84.45,8.75,84.89,6,0
Carrot,19.3,1329.1,46.24,6.91,214.39,57.58,184.88,7,0
Peas,15.73,1141.36,54.4,6.7,275.47,67.6,112.64,6,1
Cabbage,21.4,1278.11,47.77,6.45,427.83,56.57,202.26,5,1
Cabbage,21.18,1802.04,78.27,8.65,105.24,7.13,62.51,5,0
Peas,13.62,1089.44,43.07,7.09,294.46,68.29,112.74,6,1
Cabbage,8.73,448.96,49.32,8.89,78.11,9.71,57.49,8,0
Cabbage,18.59,1097.12,49.47,6.24,431.66,53.87,279.07,6,0
Carrot,20.8,996.43,40.0,6.08,216.79,69.15,213.24,8,1
Carrot,11.08,1500.12,67.75,8.71,98.13,17.82,92.25,10,0
Cabbage,17.89,1199.34,52.16,6.51,351.09,83.82,328.79,7,1
Carrot,16.82,1131.49,51.78,6.46,219.27,64.42,152.79,6,1
Potato,18.33,1250.27,53.2,5.15,342.83,48.62,196.5,4,0
Potato,14.89,1303.58,46.49,5.53,291.55,54.13,297.68,6,1
Cauliflower,15.31,834.41,40.0,6.0,491.53,83.51,319.84,8,1
Potato,25.16,2008.47,74.75,7.51,125.59,9.15,69.72,10,0
Beans,18.28,1450.92,55.74,6.41,348.06,54.65,238.21,5,1
Cabbage,26.37,1127.48,47.11,7.14,393.06,82.46,247.02,5,1
Cauliflower,14.94,1412.62,66.16,6.01,454.73,84.94,274.85,6,0
Cauliflower,18.04,1121.82,40.0,5.74,461.95,60.84,260.88,8,1
Carrot,30.09,496.64,54.0,8.79,77.24,16.62,51.92,11,0
Beetroot,19.48,1118.04,40.0,6.83,341.64,37.53,207.65,8,1
Peas,32.9,1232.88,74.39,7.52,124.23,5.07,77.65,1,0
Cauliflower,17.96,1006.45,50.2,5.65,386.09,77.8,283.99,5,1
Peas,16.0,775.83,40.92,6.5,154.76,48.86,110.18,6,0
Beans,15.15,1454.19,51.13,6.07,328.09,33.56,200.27,5,1
Cabbage,15.95,1550.29,56.39,7.25,348.09,83.23,297.54,4,1
Cauliflower,13.61,1292.79,59.73,6.26,379.0,77.81,300.39,6,1
Turnip,12.79,956.56,40.0,6.16,218.69,50.77,157.68,8,1
KnolKhol,16.51,956.58,40.0,6.34,324.12,59.08,270.0,8,1
Potato,19.56,1851.92,83.54,6.5,299.44,45.93,222.18,4,1
Carrot,15.36,1508.3,64.75,6.01,327.61,54.93,240.76,3,1
Radish,17.94,823.35,40.0,6.21,192.96,36.55,126.69,8,1
Cabbage,20.13,1568.78,54.44,6.02,343.93,54.17,278.09,3,1
Cabbage,24.43,1572.93,60.39,6.1,336.54,70.43,210.3,3,0
Cabbage,19.19,1694.29,74.9,7.32,422.48,73.6,235.69,4,1
Radish,13.67,1005.9,41.21,5.53,208.68,34.23,178.1,7,1
Beetroot,15.23,991.64,40.0,6.87,319.49,65.37,164.66,6,1
Radish,10.03,1040.78,40.0,5.89,157.52,32.86,192.68,6,1
Cabbage,20.33,1127.03,40.0,7.49,391.31,56.73,274.5,4,1
Beetroot,15.52,942.7,40.0,6.19,245.75,30.16,154.61,7,1
Carrot,20.6,993.83,44.83,6.21,219.77,32.14,154.28,6,1
Peas,16.47,1079.42,48.09,6.49,191.02,51.8,130.01,8,1
Radish,13.19,1136.25,45.92,6.02,290.46,42.39,151.88,5,1
Peas,20.35,1263.44,35.54,7.59,83.23,11.87,57.97,2,0
Cabbage,18.83,1781.14,64.04,7.03,311.24,88.85,252.56,3,1
Carrot,30.68,311.17,42.51,8.12,103.56,18.73,97.29,7,0
Turnip,12.09,954.23,40.0,6.17,217.53,35.51,194.79,7,1
KnolKhol,14.79,1147.3,44.27,6.04,299.96,76.67,186.89,6,1
Carrot,14.75,822.74,40.0,6.81,235.8,35.86,217.46,6,1
Turnip,14.6,1124.99,44.66,6.78,221.73,59.31,121.37,6,1
Radish,13.37,752.66,40.0,6.55,194.39,57.1,131.31,9,0
Radish,17.82,749.57,40.0,6.12,157.21,41.89,155.41,9,0
Potato,13.52,1794.13,79.37,5.68,281.53,51.38,223.22,4,1
Beans,20.98,1204.89,54.72,5.72,329.12,35.58,229.78,5,1
Carrot,16.69,999.09,49.01,6.33,224.26,45.4,217.2,8,1
Cabbage,21.34,1785.52,64.36,6.79,428.38,73.69,247.74,2,1
Cabbage,20.88,1278.25,51.6,6.77,383.28,52.32,323.73,5,1
Peas,17.43,562.39,87.9,7.91,64.67,18.14,61.05,8,0
Turnip,10.95,1218.6,44.69,6.52,198.36,54.79,184.15,7,1
Carrot,15.13,1023.13,49.22,6.33,349.96,39.54,199.41,7,1
Radish,11.85,860.7,40.0,5.5,226.34,43.08,194.37,7,1
Beetroot,31.83,585.2,86.73,7.84,108.78,18.15,51.47,2,0
Peas,15.78,918.76,40.18,6.87,184.28,61.51,119.91,7,1
Beetroot,19.21,1035.48,50.69,6.34,262.01,55.07,175.93,7,1
Potato,15.56,1450.66,67.04,5.52,330.01,49.82,198.21,3,1
Cabbage,17.69,1763.37,79.02,6.19,326.39,59.04,342.28,3,1
